Intents,Query,Response
Acad_Teo_HDM_codificación y del predominio del derecho positivo,¿Qué tipos de derecho quedaron excluidos a partir de la codificación y del predominio del derecho positivo?,"Natural, romano y canónico."
Acad_Teo_HDM_comenzó el derecho mexicano,¿Cuándo inicio el derecho mexicano?,Con códices.
Acad_Teo_HDM_comercio libre de España y las Indias,¿Qué sistema sustituyó el comercio libre por medio del reglamento y los aranceles reales para el comercio libre de España y las Indias?,"Sistema de flotas. </br><a href=”https://revistas-colaboracion.juridicas.unam.mx/index.php/juridica/article/view/11693/10697"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_comité que entendía los asuntos indianos,¿Cómo se le conocía al comité que entendía los asuntos indianos y cuyos integrantes eran consejeros de Castilla?,"Junta de Indias. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/2/818/6.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_compendio histórico sobre las fuentes del derecho,¿Qué es compendio histórico sobre las fuentes del derecho?,"El primer manual mexicano comprende la codificación romana, canónica, germánica, goda, francesa, española y mexicana."
Acad_Teo_HDM_competencia por los indios,¿Cuáles eran las competencia por los indios?,"Fue una fuente constante de conflicto y de violencia entre los españoles. </br><a href=”https://www.youtube.com/watch?v=9kCM-KBMimI"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Composición,¿A qué se refiere composición?,Composición: Se refiere a la reglamentación de propiedades indebidamente poseídas.
Acad_Teo_HDM_concepto proveniente del derecho romano,¿Qué implicaba la propiedad para los españoles (es un concepto proveniente del derecho romano)?,"El poseedor de las tierras puede trabajarlas o no, siempre y cuando cumpla con el pago de impuestos. </br><a href=”https://revistas.juridicas.unam.mx/index.php/historia-derecho/article/view/10161/12188"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Consejeros,¿Quiénes son los consejeros?,Consejeros: Son quienes toman la decisión que va a ser votada para elevarla al monarca a través del documento conocido como consulta.
Acad_Teo_HDM_Consejo de Indias,¿Qué es el consejo de Indias?,"""Consejo de Indias: Fue un órgano encargado del conocimiento y de la resolución de todos los asuntos relacionados con la administración de las Indias.""  </br><a href=""http://eprints.ucm.es/16579/1/T33976.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Constitución de Apatzingán se consideró provisional,¿Por qué la Constitución de Apatzingán se consideró provisional?,Asumió su operatividad sólo para tiempos de guerra.
Acad_Teo_HDM_consulado si no se tenía la licencia del rey,"¿Según que ley,  no se podía fundar un consulado si no se tenía la licencia del rey?","Según la ley de la recopilación. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/3/1021/6.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_convocatoria al constituyente,¿Qué establecía la convocatoria al constituyente?,"Se elegiría un diputado propietario y un suplente por cada sesenta mil habitantes. </br><a href=”http://www3.diputados.gob.mx/camara/content/download/244368/698408/file/El%20Constituyente%20de%201917"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Criollos,¿Qué es criollos en historia?,"Criollos: Por no haber nacido en España, no podían tener acceso a altos cargos oficiales y altas jerarquías de la Iglesia, sin embargo, lograron una mayoría en los gobiernos municipales."
Acad_Teo_HDM_Cristóbal Colón,¿Qué hizo Cristóbal Colón?,"La práctica de los tratados, pactos y acuerdos fue iniciada en América. </br><a href=”http://revistas.ucm.es/index.php/RCHA/article/viewFile/RCHA9393110081A/29301"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Cronológico y sincrónico,¿Qué es cronológico y sincrónico?,"Cronológico y sincrónico: En los panoramas generales de la historia del derecho se usan frecuentemente dos métodos para explicar su desarrollo. </br><a href=”https://dialnet.unirioja.es/servlet/articulo?codigo=4338370"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_cuenta para periodificar,¿Qué elementos se deben tomar en cuenta para periodificar?,"Identificar el objeto, conceptualizarlo, definirlo, situarlo en un marco sistemático e institucional, establecer sus límites de espacio-tiempo y fijar los criterios a emplear. </br><a href=”https://dialnet.unirioja.es/servlet/articulo?codigo=4338370"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_código civil creado dentro del sistema federal,¿Cuál fue el primer código civil creado dentro del sistema federal?,"Código civil de Oaxaca. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/7/3082/3.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_decreto que fue símbolo de la resistencia,¿Cómo se llama el decreto que fue símbolo de la resistencia contra los españoles?,"Decreto constitucional de Apatzingán. </br><a href=""http://www.historicas.unam.mx/publicaciones/publicadigital/libros/constitucion/16_Barcelo.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_denomina al sistema jurídico que se aplicó de los siglos XVI al XIX,¿Cómo se denomina al sistema jurídico que se aplicó de los siglos XVI al XIX?,"Derecho indiano. </br><a href=”https://dialnet.unirioja.es/servlet/articulo?codigo=814176"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_denomina al sistema jurídico,¿Cómo se denomina al sistema jurídico que se aplicó de los siglos XVI al XIX?,Derecho indiano.
Acad_Teo_HDM_dentro de los gremios,"¿Cómo se le llama, dentro de los gremios, a la persona que había concluido satisfactoriamente su aprendizaje?","Oficial. </br><a href=”http://cdigital.uv.mx/bitstream/123456789/8185/2/anua-II-pag148-159.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_depositado en el Congreso de la Unión,"Según la Constitución de 1917, ¿qué poder queda depositado en el Congreso de la Unión?","El Legislativo. </br><a href=”https://www.gob.mx/cms/uploads/attachment/file/3170/fasciculo_7_momentos_estelares.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Derecho del tanto,¿Qué es derecho del tanto?,"Derecho del tanto: Se define como la facultad que por ley o costumbre jurídica tiene una persona para adquirir determinado bien, con preferencia de diversos compradores y por el mismo precio."
Acad_Teo_HDM_Derecho general,¿Qué es derecho general?,Derecho general: Es el derecho aplicado especialmente en las Indias.
Acad_Teo_HDM_derecho indiano también es llamado,¿Cómo es llamado el derecho indiano también?,"Derecho municipal. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/4/1942/4.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Derecho indiano,¿Qué es el derecho indiano?,"Derecho indiano : Conjunto de ordenamientos y disposiciones cuyos destinatarios eran los habitantes de las Indias. </br><a href=”https://www.youtube.com/watch?v=h1wHOaVD3tU"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Derecho indígena,¿Qué es el derecho indígena?,Derecho indígena: Derecho que se aplicó sólo a los aborígenes; se permitía mientras no fuera contra el derecho natural.
Acad_Teo_HDM_derecho mercantil en sus orígenes,¿Quién escribía y aplicaba el derecho mercantil en sus orígenes?,"Los mercaderes y navegantes. </br><a href=”http://acacia.org.mx/busqueda/pdf/04_02_Consulados_Mercantiles.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_derecho prevaleció en el México independiente de 1821,¿Qué estructura del derecho prevaleció en el México independiente de 1821 hasta la consolidación del movimiento codificador?,"El derecho indiano. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/1/133/13.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_desembarco de las mercancías,¿Cómo se le llamaba al desembarco de las mercancías y su compraventa entre los comerciantes que bajaban al puerto de Xalapa o Acapulco?,"Ferias. </br><a href=”http://acacia.org.mx/busqueda/pdf/04_02_Consulados_Mercantiles.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
"Acad_Teo_HDM_disciplina, la historia del derecho estudia","¿Cómo disciplina, la historia del derecho estudia?","El fenómeno jurídico con perspectiva histórica. </br><a href=”https://revistas-colaboracion.juridicas.unam.mx/index.php/critica-juridica/article/view/3143/2943"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_documento declaraba nula la elección de Porfirio Díaz,¿Qué documento declaraba nula la elección de Porfirio Díaz y de todos los miembros del Poder Judicial y del Poder Legislativo?,El Plan de San Luis Potosí.
Acad_Teo_HDM_documento presentó Carranza al Constituyente,¿Qué documento presentó Carranza al Constituyente para cimentar sobre bases sólidas las instituciones?,"Proyecto de reformas a la Constitución Política de 1857. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/4/1930/10.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_documento se promulgó durante el reinado de Alfonso X,¿Qué documento se promulgó durante el reinado de Alfonso XI y que intentó poner orden en los distintos derechos que habían coexistido hasta entonces?,"Ordenamiento de Alcalá. </br><a href=”https://biblio.juridicas.unam.mx/bjv/detalle-libro/320-historia-del-derecho-mexicano"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_documento se promulgó durante el reinado de Alfonso XI,¿Qué documento se promulgó durante el reinado de Alfonso XI y que intentó poner orden en los distintos derechos que habían coexistido hasta entonces?,Ordenamiento de Alcalá.
Acad_Teo_HDM_documentos permitieron la sobrevivencia,¿Qué documentos permitieron la sobrevivencia de la norma extranjera?,Plan de Iguala y Tratados de Córdoba.
Acad_Teo_HDM_Dominicos,¿Cuándo llegaron los dominicos a la nueva España?,"Llegaron en 1526 a la Nueva España, encabezados por Fray Tomás Ortiz. </br><a href=”http://www.ejournal.unam.mx/ehn/ehn10/EHN01002.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_dos monarquías europeas,¿Cuáles son las dos monarquías europeas que impulsaron la conquista de territorios americanos?,"Castilla y Aragón. </br><a href=”https://www.youtube.com/watch?v=F77X0u9371M"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_Edad Antigua,¿Qué es la edad Antigua?,Edad Antigua: Es el periodo que comienza con la escritura y termina con el fin del Imperio Romano de Occidente.
Acad_Teo_HDM_Edad Moderna,¿Qué es la edad moderna?,Edad Moderna: Es la etapa de la historia que va desde el descubrimiento de América hasta la Revolución francesa y en la que se da un absolutismo monárquico.
Acad_Teo_HDM_El arbitraje mercantil,¿Qué es el arbitraje mercantil?,"Es una de las funciones sustantivas del consulado en México. </br><a href=”http://acacia.org.mx/busqueda/pdf/04_02_Consulados_Mercantiles.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_emitido el Plan de Ayutla en el cual se desconocía,¿Por quien fue emitido el Plan de Ayutla en el cual se desconocía el gobierno de Santa Anna?,Juan Álvarez e Ignacio Comonfort.
Acad_Teo_HDM_Encomienda,¿De que trata encomienda?,"Encomienda: Los indios, una vez consumada la conquista, se sometieron al pago de tributos a sus nuevos amos a través de este régimen."
Acad_Teo_HDM_especializada del derecho,¿Cuándo se origina el derecho administrativo como rama especializada del derecho?,"Durante la Revolución Francesa de 1789. </br><a href=”http://letrasjuridicas.com.mx/Volumenes/6/aguirre6.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_estado civil de las personas del 25 de julio de 1859,¿Qué actos era posible registrar según la Ley sobre el estado civil de las personas del 25 de julio de 1859?,"Nacimiento, reconocimiento y adopción, matrimonio y fallecimiento. </br><a href=”https://archivos.juridicas.unam.mx/www/bjv/libros/2/730/45.pdf"" target=""_blank"">Da clic aquí para más información relacionada.</a>"
Acad_Teo_HDM_estudiar la evolución de un sistema jurídico,¿Qué se debe de hacer cuando se quiere estudiar la evolución de un sistema jurídico?,Dividir en etapas la evolución del derecho en el sistema estudiado.
